source_id,target_id,weight,layer
30,42,1.0,1
30,43,1.0,1
30,44,1.0,1
30,49,1.0,1
30,51,1.0,1
30,52,1.0,1
30,55,1.0,1
30,56,1.0,1
30,57,1.0,1
30,58,1.0,1
30,59,1.0,1
30,71,1.0,1
30,72,1.0,1
30,73,1.0,1
30,74,1.0,1
30,93,1.0,1
30,113,1.0,1
30,115,1.0,1
30,116,1.0,1
30,117,1.0,1
30,118,1.0,1
30,119,1.0,1
30,134,1.0,1
30,135,1.0,1
31,32,1.0,1
31,37,1.0,1
31,39,1.0,1
31,40,1.0,1
31,79,1.0,1
31,85,1.0,1
31,86,1.0,1
31,98,1.0,1
31,124,1.0,1
31,125,1.0,1
31,126,1.0,1
31,127,1.0,1
31,139,1.0,1
31,140,1.0,1
31,141,1.0,1
31,142,1.0,1
31,148,1.0,1
31,154,1.0,1
31,162,1.0,1
31,163,1.0,1
32,34,1.0,1
32,39,1.0,1
32,40,1.0,1
32,55,1.0,1
32,85,1.0,1
32,86,1.0,1
32,127,1.0,1
32,139,1.0,1
32,140,1.0,1
32,141,1.0,1
32,142,1.0,1
33,34,1.0,1
33,37,1.0,1
33,39,1.0,1
33,53,1.0,1
33,55,1.0,1
33,57,1.0,1
33,85,1.0,1
33,86,1.0,1
33,87,1.0,1
33,126,1.0,1
33,139,1.0,1
33,141,1.0,1
33,159,1.0,1
34,39,1.0,1
34,55,1.0,1
34,56,1.0,1
34,85,1.0,1
34,86,1.0,1
34,87,1.0,1
34,93,1.0,1
34,126,1.0,1
34,139,1.0,1
34,140,1.0,1
34,141,1.0,1
34,142,1.0,1
34,159,1.0,1
35,36,1.0,1
35,45,1.0,1
35,46,1.0,1
35,47,1.0,1
35,48,1.0,1
35,54,1.0,1
35,58,1.0,1
35,59,1.0,1
35,63,1.0,1
35,64,1.0,1
35,65,1.0,1
35,66,1.0,1
35,67,1.0,1
35,68,1.0,1
35,69,1.0,1
35,70,1.0,1
35,71,1.0,1
35,77,1.0,1
35,78,1.0,1
35,82,1.0,1
35,83,1.0,1
35,90,1.0,1
35,91,1.0,1
35,103,1.0,1
35,104,1.0,1
35,105,1.0,1
35,110,1.0,1
35,111,1.0,1
35,112,1.0,1
35,113,1.0,1
35,114,1.0,1
35,115,1.0,1
35,121,1.0,1
35,138,1.0,1
35,147,1.0,1
35,151,1.0,1
35,152,1.0,1
36,43,1.0,1
36,44,1.0,1
36,45,1.0,1
36,46,1.0,1
36,48,1.0,1
36,49,1.0,1
36,58,1.0,1
36,64,1.0,1
36,65,1.0,1
36,66,1.0,1
36,67,1.0,1
36,68,1.0,1
